Date,Campaign,Channel,Reach,Engagement,Conversions,Marketing Spend,Revenue Generated,Customer Acquisition Cost,Lifetime Value,ROI,Year,Month
2023-12-15,Campaign D,PPC,12890,6822,313,46239.72,54185.13,143.87,9788.74,17.18308415362376,2023,12
2023-07-27,Campaign D,Email,50068,1327,1228,35458.86,96179.41,21.96,8213.24,171.24225087890588,2023,7
2023-06-17,Campaign B,Organic Search,6920,8436,884,34084.78,8815.17,235.29,8493.04,-74.13751827061816,2023,6
2023-06-06,Campaign A,Social Media,2134,4946,1820,1960.51,42051.33,307.0,4871.44,2044.9179040147715,2023,6
2023-09-30,Campaign D,Social Media,65720,6742,1959,49716.44,44465.79,238.1,2227.75,-10.561194647082536,2023,9
2023-07-09,Campaign D,Organic Search,7157,1643,211,19009.16,27674.61,24.63,8534.16,45.58565449499084,2023,7
2023-10-06,Campaign A,Email,42402,5091,583,21477.98,22889.8,413.92,9144.98,6.573336971167679,2023,10
2023-09-22,Campaign B,Organic Search,48540,4161,845,14856.26,79440.82,157.68,1522.69,434.72960220136156,2023,9
2024-03-04,Campaign A,Email,3895,883,923,43831.81,88781.47,46.54,5061.46,102.55031676766258,2024,3
2024-05-12,Campaign C,PPC,74840,3874,700,37448.42,54215.51,51.39,3494.52,44.77382490369421,2024,5
2024-05-20,Campaign D,Email,71654,5809,406,48274.48,10990.73,258.36,1381.96,-77.23283606576393,2024,5
2023-12-18,Campaign C,Social Media,14652,2687,175,19651.87,38897.49,430.49,3511.4,97.93276670362667,2023,12
2024-04-06,Campaign B,Email,26196,2267,1573,27556.17,75464.12,34.87,4741.36,173.85561926784453,2024,4
2024-04-10,Campaign A,Organic Search,95858,9736,1374,37254.27,26251.8,391.37,9058.58,-29.533446769994416,2024,4
2023-08-05,Campaign B,Organic Search,68214,6126,1116,10383.67,14686.1,140.62,7364.61,41.43457948875494,2023,8
2024-04-20,Campaign B,Email,82994,6728,394,1573.22,83038.56,374.05,2425.14,5178.254789539924,2024,4
2023-12-25,Campaign C,Email,46748,2371,1743,26090.06,39585.43,173.68,4741.54,51.726097985209684,2023,12
2023-12-21,Campaign C,Organic Search,69302,5702,282,21250.33,69740.67,144.66,7367.58,228.18629169523481,2023,12
2023-10-31,Campaign D,Email,1111,4212,927,3103.47,57747.12,342.23,2476.16,1760.7275082407757,2023,10
2024-03-24,Campaign C,Social Media,32188,8733,1468,39191.51,75719.13,364.55,854.12,93.20289011574191,2024,3
2023-12-08,Campaign C,PPC,36275,9706,393,6588.99,52266.02,75.41,9444.54,693.2326502240859,2023,12
2023-10-24,Campaign A,Organic Search,22666,989,726,12665.97,79227.39,360.39,633.16,525.5137979957319,2023,10
2024-01-22,Campaign C,Organic Search,84417,6972,609,20761.66,83049.65,242.56,2101.07,300.0144978773373,2024,1
2023-08-01,Campaign D,Email,57342,6030,1132,29774.75,17411.87,206.14,446.45,-41.52135618267157,2023,8
2024-03-16,Campaign B,Social Media,74096,1917,1920,24433.63,36586.91,226.49,3597.97,49.739969050853276,2024,3
2024-04-07,Campaign B,Email,48500,2674,900,28745.81,88323.62,36.31,4651.93,207.25737072637713,2024,4
2024-01-13,Campaign A,Email,61611,8661,480,41278.39,84423.73,246.54,7330.77,104.52282659280073,2024,1
2024-03-08,Campaign B,Social Media,56996,6771,1176,39588.47,87691.84,192.73,8001.63,121.50853518713906,2024,3
2024-04-23,Campaign C,Organic Search,39401,5228,847,40583.23,9569.55,336.53,275.88,-76.41993996042208,2024,4
2023-11-01,Campaign A,Email,39830,9026,1553,27860.03,26005.09,170.09,7454.15,-6.658068925266766,2023,11
2024-03-03,Campaign A,PPC,88061,881,704,25308.0,47638.0,404.9,8179.25,88.23296981191719,2024,3
2023-11-16,Campaign A,Organic Search,81720,328,569,7587.02,97681.74,239.7,7200.11,1187.4849413867369,2023,11
2024-01-31,Campaign B,Email,71081,7466,1804,8872.29,62786.14,359.92,1053.15,607.6655519600914,2024,1
2023-06-22,Campaign A,PPC,84420,909,1559,12561.89,79129.32,54.12,6930.63,529.9157212807946,2023,6
2024-01-30,Campaign B,Organic Search,43239,2130,301,30843.46,17138.31,270.0,8857.98,-44.434541390622186,2024,1
2024-04-19,Campaign A,Email,72629,9967,1097,30744.3,37988.11,423.32,5867.26,23.561473183647056,2024,4
2023-07-09,Campaign C,Social Media,94120,5298,957,7499.35,46730.03,112.67,6929.74,523.1210704927761,2023,7
2024-03-22,Campaign B,Social Media,4120,7229,1320,2702.66,36319.48,154.91,266.41,1243.841992703485,2024,3
2023-08-13,Campaign C,PPC,90133,6959,221,12633.19,61350.63,436.35,1794.9,385.630549370349,2023,8
2024-04-06,Campaign A,Email,35482,2330,1489,29121.33,12632.8,145.12,8347.42,-56.620113161040386,2024,4
2023-10-19,Campaign A,PPC,1670,4598,1227,18050.41,39187.72,248.57,6632.18,117.10155060189769,2023,10
2023-10-28,Campaign A,PPC,53931,5917,656,28465.8,18745.67,54.5,9986.45,-34.146695332644796,2023,10
2023-06-27,Campaign C,PPC,35071,9463,1599,3536.98,88871.61,160.4,3805.44,2412.641010127284,2023,6
2024-02-09,Campaign D,Social Media,93283,773,1066,1627.15,49386.94,48.76,8571.28,2935.1805303751958,2024,2
