Date,Region,Revenue,Cost,Budget,Actuals,Expense Category,Expense Amount,Cash Inflow,Cash Outflow,Forecasted Revenue,Forecasted Cost,Profit Margin,Cash Flow,Year,Month
2023-12-18,Lake Daniel,263687.82,182529.89,483022.51,360287.56,Sales,5643.81,156252.01,141579.52,346402.81,34126.35,30.778035178113267,14672.49000000002,2023,12
2022-09-04,Bartlettstad,102347.18,250112.2,144318.18,225733.3,Maintenance,6268.01,114609.02,47520.58,430718.52,92541.29,-144.37624954590837,67088.44,2022,9
2023-11-27,Monroeton,90093.48,44821.78,294270.09,177603.23,Research and Development,5533.15,166242.53,107097.35,149579.89,168541.77,50.24969620443122,59145.17999999999,2023,11
2023-11-25,Davidmouth,298535.97,16986.91,111779.84,214375.94,Salaries,3928.68,166716.37,130309.06,245085.92,230122.82,94.30992854897855,36407.31,2023,11
2024-03-05,Kellyshire,130722.11,241372.96,151273.76,61953.01,Rent,3741.15,85742.84,146127.56,374965.26,194233.45,-84.64585677204873,-60384.72,2024,3
2023-07-24,South Ashleybury,421286.29,103062.2,85424.64,296379.23,Miscellaneous,1874.12,185072.43,17033.53,344882.87,18685.53,75.53630335323753,168038.9,2023,7
2023-08-10,New Sarah,468083.5,282379.28,232641.0,451377.53,Sales,7162.16,84234.08,86965.15,385354.63,200589.62,39.67331042431531,-2731.0699999999924,2023,8
2022-07-21,Alyssaborough,87318.96,259863.27,443504.0,68624.85,Rent,5143.34,5394.43,20433.94,156271.81,292550.1,-197.6023420343073,-15039.509999999998,2022,7
2023-03-03,Leonardmouth,282418.22,42871.33,86571.35,287068.26,Miscellaneous,4439.23,9294.81,116277.28,154184.56,216456.83,84.81991353107459,-106982.47,2023,3
2022-07-26,North Carol,186719.25,96879.22,193976.3,436953.9,Marketing,4537.84,89685.88,105665.27,174613.78,271719.67,48.11503366685545,-15979.39,2022,7
2022-08-01,Fryeside,376197.62,61237.7,242438.87,164368.34,Salaries,8079.11,114423.85,45560.05,403775.94,133302.79,83.72193316906151,68863.8,2022,8
2022-10-21,Bryanville,218906.43,154200.79,17273.83,365200.25,Marketing,7975.81,190056.76,9890.49,25056.48,237337.21,29.558583546403817,180166.27000000002,2022,10
2023-10-05,Lake Ericview,346049.97,125769.31,456741.72,111437.98,Sales,2234.59,51889.7,36223.64,167323.81,274889.15,63.65573734914642,15666.059999999998,2023,10
2022-12-06,New Carolberg,91075.68,222322.38,207799.16,146320.1,Miscellaneous,1075.51,15180.11,130230.79,148733.34,155511.27,-144.10729626174628,-115050.68,2022,12
2023-08-26,Christophershire,265404.07,270106.68,245385.78,13041.05,Utilities,6084.0,197600.17,88697.02,26852.9,240926.1,-1.7718680802445819,108903.15000000001,2023,8
2023-07-24,Shannonfurt,489711.82,238800.75,124228.23,46404.64,Maintenance,4561.76,81240.31,101940.02,457415.17,294339.8,51.236474136973044,-20699.710000000006,2023,7
2023-12-18,Rodriguezville,440321.28,297872.46,453935.31,469477.76,Research and Development,5024.45,54701.47,33294.23,237611.9,7556.32,32.35110962613481,21407.239999999998,2023,12
2023-07-24,New Melissa,284955.92,125562.71,371793.23,101636.43,Miscellaneous,2451.38,80451.77,115123.15,224364.6,84663.16,55.936093554399555,-34671.37999999999,2023,7
2022-06-01,Taylorview,72580.73,181700.4,74555.53,42655.66,Maintenance,1243.74,194917.9,77931.47,86857.41,30623.76,-150.3424807107892,116986.43,2022,6
2023-12-19,South Mary,434206.86,94610.15,407567.83,23127.94,Research and Development,2930.91,26308.56,112785.1,51607.34,232461.32,78.21081177759375,-86476.54000000001,2023,12
2022-09-11,East Jeffrey,98322.78,104339.13,208765.79,55935.75,Maintenance,5622.82,134645.77,91436.99,151217.28,118178.22,-6.118978735141547,43208.779999999984,2022,9
2022-06-27,Taylortown,392830.88,163534.05,51931.1,167513.22,Utilities,7537.6,140682.9,124038.16,93125.91,69788.87,58.370367930341935,16644.73999999999,2022,6
2023-08-01,Ochoaside,404402.36,32443.92,83409.38,248829.58,Salaries,2609.19,96286.21,134883.37,392682.74,179833.79,91.97731684849713,-38597.15999999999,2023,8
2022-10-13,North Shawnshire,102002.17,48109.8,87067.99,357242.2,Research and Development,7476.33,192508.59,32422.62,84560.63,271093.75,52.834532833958335,160085.97,2022,10
2023-11-02,North Joshua,230170.98,188359.0,211163.65,17227.47,Maintenance,6683.51,57865.98,42459.17,234695.37,94285.72,18.1656175769856,15406.810000000005,2023,11
2022-06-23,West Janice,183552.09,129122.53,144406.03,244400.1,Sales,4946.78,103900.76,132393.14,111845.62,209645.82,29.653467852095826,-28492.38000000002,2022,6
2024-03-01,Candiceview,284691.14,222535.05,190134.58,470633.91,Miscellaneous,8653.03,158176.75,42713.84,79002.16,100899.73,21.83281502894682,115462.91,2024,3
2023-01-03,Aaronchester,77329.51,180276.91,144592.42,328477.87,Salaries,6631.87,46034.64,8813.01,254001.88,261783.66,-133.12821974431236,37221.63,2023,1
2023-06-01,Hinesberg,272782.47,99781.37,22211.76,468940.54,Marketing,4603.34,5269.09,75091.85,448036.92,201663.39,63.42090091053139,-69822.76000000001,2023,6
2022-08-11,New Destiny,397173.04,138746.48,182784.49,92747.03,Marketing,2803.99,70470.07,97466.76,12628.06,89702.39,65.06649091791326,-26996.689999999988,2022,8
2023-02-06,North Sarahborough,411503.29,282331.65,105992.45,469940.17,Sales,2371.3,56356.4,7136.05,412903.18,264008.17,31.390184025017142,49220.35,2023,2
2024-04-15,East Carolside,202242.27,192734.53,290231.28,192965.97,Salaries,6807.99,71325.51,133020.15,469858.66,57579.31,4.701163609368106,-61694.64,2024,4
2022-06-16,East Madeline,336129.67,161144.33,141953.42,233911.14,Marketing,964.44,62652.05,106524.77,116093.58,193677.45,52.05887953895888,-43872.72,2022,6
2023-05-28,Antonioborough,150448.0,177004.17,140377.27,428084.5,Salaries,9370.39,88158.02,147188.87,74557.64,23901.79,-17.651394501754766,-59030.84999999999,2023,5
2024-02-06,East Stephanie,405777.94,85865.99,425998.29,278954.11,Research and Development,6096.33,102935.48,81465.62,42414.48,113610.3,78.83916755060663,21469.86,2024,2
2023-04-18,Davidtown,373187.44,98947.83,69506.52,108777.67,Marketing,4338.51,131171.84,101224.91,479560.7,287743.5,73.48575557633986,29946.929999999993,2023,4
2024-04-23,Courtneymouth,89286.86,96419.18,354570.3,409947.5,Rent,4437.05,186614.21,71631.61,468341.93,82857.51,-7.988095896753444,114982.59999999999,2024,4
2024-05-02,Dawnburgh,185684.8,164780.93,309703.96,222958.13,Miscellaneous,2810.19,65028.9,72638.45,477168.61,56963.42,11.2577173791285,-7609.549999999996,2024,5
2023-02-07,East David,272433.21,124591.2,207303.78,494782.95,Salaries,1326.04,173514.79,69631.57,435352.9,240795.26,54.26724957651088,103883.22,2023,2
2023-05-26,East Daniel,156803.7,228186.25,41998.69,214179.55,Utilities,2611.52,76833.69,93014.64,129952.97,157713.1,-45.523511243676005,-16180.949999999997,2023,5
2022-10-26,Lloydfurt,423691.0,191572.3,409179.34,109325.6,Rent,9433.91,92387.17,82097.0,250751.75,83417.56,54.78490220467275,10290.169999999998,2022,10
2024-04-19,South Brianfurt,402811.19,134033.77,274458.62,147480.56,Sales,4564.09,185952.51,128701.43,494812.69,111041.22,66.72541048325893,57251.080000000016,2024,4
2023-11-14,North Susan,159199.87,169131.86,84762.34,112354.05,Salaries,3895.77,20913.18,129542.83,383042.29,12603.86,-6.238692280339167,-108629.65,2023,11
2022-07-12,Jonestown,61976.01,277705.23,20641.92,233530.5,Marketing,1005.44,197375.86,8857.66,259741.87,131664.12,-348.08504129259046,188518.19999999998,2022,7
2023-10-23,Herreratown,60922.81,212837.49,40671.86,426743.88,Marketing,7091.9,87581.28,134811.11,438162.44,28914.09,-249.3559965471061,-47229.82999999999,2023,10
2023-08-09,Tracyburgh,23819.39,185675.77,211735.42,466339.88,Maintenance,4702.88,70826.35,140579.03,382657.77,17305.17,-679.5152184837648,-69752.68,2023,8
2023-03-20,East Dennisbury,384869.0,140516.04,455689.26,489761.83,Salaries,2243.04,64987.36,80904.06,314493.33,263897.94,63.48990435706695,-15916.699999999997,2023,3
2023-09-08,Cookstad,491546.46,40731.6,163458.78,398245.75,Miscellaneous,1344.57,185670.27,21487.53,41879.33,275226.33,91.71358084849193,164182.74,2023,9
2023-06-08,Longburgh,81503.25,265872.15,88069.53,441465.14,Maintenance,8311.08,104148.51,81211.19,116621.66,265549.2,-226.21048853880063,22937.319999999992,2023,6
2023-11-21,Ryanview,137323.41,147843.44,232850.22,73453.71,Maintenance,732.04,43954.71,30857.87,448538.48,176966.99,-7.660769565800907,13096.84,2023,11
2023-06-24,Wilcoxstad,203869.25,299943.4,417914.2,308682.02,Sales,3706.47,43402.99,91471.29,169251.95,174217.11,-47.12537570035698,-48068.299999999996,2023,6
2023-01-19,Lake Michael,111216.29,223138.42,46555.89,162154.97,Maintenance,7300.18,107835.05,95521.62,328246.19,123228.85,-100.63465522901369,12313.430000000008,2023,1
2022-12-27,New Wesley,30944.1,59294.14,57675.32,198536.44,Maintenance,2535.29,190978.71,10069.25,233337.46,99223.81,-91.61694798039045,180909.46,2022,12
2023-09-07,West Nancyside,128401.21,209889.01,116592.21,73694.4,Utilities,4865.42,76973.33,130977.4,228691.78,245269.79,-63.463420632874104,-54004.06999999999,2023,9
2022-08-27,Smithberg,212667.98,209798.73,155488.86,119580.35,Sales,9168.7,39039.56,60884.41,22684.3,74744.86,1.3491687841300792,-21844.850000000006,2022,8
2024-05-06,West Robert,165430.09,274265.71,77581.21,62181.98,Miscellaneous,8600.59,49398.48,96926.6,223186.92,59698.09,-65.78949452303388,-47528.12,2024,5
2023-08-28,Christopherview,213957.22,149622.85,226285.58,271308.43,Rent,8621.44,29714.49,97202.8,205148.55,173312.71,30.0688006695918,-67488.31,2023,8
2023-11-25,Hillhaven,432565.17,72827.69,239886.5,344098.7,Sales,5736.76,105390.25,115403.56,286289.71,201077.56,83.16376466464001,-10013.309999999998,2023,11
2023-03-05,Toddland,384223.12,90839.56,102837.62,165700.17,Marketing,7428.54,34972.6,146740.7,261156.98,204266.13,76.35760180178643,-111768.1,2023,3
2023-10-24,Andersonville,382314.76,39280.15,397315.09,223467.69,Utilities,8260.68,55699.8,91604.99,289008.39,137325.0,89.7257040246105,-35905.19,2023,10
2023-01-17,Lake Claudia,369489.21,274278.67,284073.09,140543.32,Utilities,9778.23,114409.86,62866.78,359837.12,65100.16,25.768151659963234,51543.08,2023,1
2023-04-23,Bookerland,266660.88,78801.51,392379.5,411500.87,Marketing,5310.44,176989.67,45982.93,11397.84,124504.96,70.44879248879701,131006.74000000002,2023,4
2022-10-21,Lake Jasonfort,447480.48,227393.92,392039.62,264012.23,Utilities,8360.47,45867.84,135717.47,141066.31,155450.05,49.18349957969116,-89849.63,2022,10
2024-03-30,New Tammyview,421612.07,102669.02,293807.1,290724.07,Maintenance,2416.28,8440.78,40384.46,462538.31,115288.73,75.64846281559254,-31943.68,2024,3
2023-01-21,Kennedyburgh,96895.93,47356.91,152918.71,408031.07,Miscellaneous,7759.3,33587.63,35784.28,58670.95,188523.21,51.126007046942,-2196.6500000000015,2023,1
2024-01-19,West Daniel,75306.68,210874.18,247066.57,180436.87,Rent,6738.68,199223.89,53975.1,36993.39,184091.78,-180.02055063375522,145248.79,2024,1
2023-12-23,Lake Jeffrey,19635.2,215685.81,467671.5,267897.41,Miscellaneous,810.51,58092.14,148021.33,134405.49,263602.64,-998.46505255867,-89929.18999999999,2023,12
2022-06-18,Port Codybury,141361.2,265008.8,289765.48,114031.02,Research and Development,6530.02,16870.89,63080.66,410051.73,289698.53,-87.46926313585338,-46209.770000000004,2022,6
2023-09-17,Scottfurt,83736.65,254554.72,23680.01,241325.96,Sales,6601.7,111091.87,149393.48,172475.07,93324.64,-203.9943919418797,-38301.610000000015,2023,9
2022-07-18,Michaelville,195822.46,52704.35,210027.91,288975.09,Salaries,609.68,139243.82,50604.61,315970.7,207148.36,73.08564604897721,88639.21,2022,7
2024-05-25,New Patrick,493189.33,264803.86,474795.79,54793.48,Utilities,5442.25,6195.29,130967.37,53562.28,195743.71,46.3078692314775,-124772.08,2024,5
2024-01-30,South David,488000.13,239109.91,87876.1,235952.19,Utilities,5681.96,162761.58,27272.72,66325.3,37356.46,51.00208067567523,135488.86,2024,1
2024-04-27,South Andre,111915.79,101882.56,314930.28,397072.94,Research and Development,6277.47,128890.14,103904.07,165052.39,173727.23,8.964981616981836,24986.069999999992,2024,4
2023-05-15,Wendymouth,370717.58,106802.79,151624.33,45803.61,Rent,9692.39,96688.68,13902.45,407218.11,192050.38,71.19025485654066,82786.23,2023,5
2023-03-11,Wilkinsland,50021.71,81363.9,437716.34,244913.63,Marketing,3753.11,23535.21,128815.86,171615.3,187795.53,-62.6571742549385,-105280.65,2023,3
2023-01-13,East David,239568.21,131125.55,335776.07,445190.25,Research and Development,2597.16,8801.51,144535.96,129128.6,77939.44,45.26588064418063,-135734.44999999998,2023,1
2022-07-03,Bensonside,300922.89,86264.54,216759.38,374037.41,Maintenance,777.3,31330.07,90217.03,80916.53,42205.39,71.33334057771413,-58886.96,2022,7
2023-10-03,Smithside,126783.39,21182.25,464789.9,139269.95,Utilities,4650.43,31474.69,108804.75,443000.93,169690.38,83.29256695218514,-77330.06,2023,10
2022-06-04,Stevenland,52383.53,102123.88,172335.56,343658.37,Marketing,9863.31,175669.63,131964.77,148155.22,249248.89,-94.95417739125257,43704.860000000015,2022,6
2024-03-02,South Tammie,159952.33,136117.65,266949.79,396725.35,Utilities,2535.0,195291.92,78201.38,45891.12,30529.25,14.901114600831383,117090.54000000001,2024,3
2023-01-23,West Joshuahaven,247035.02,279311.97,141748.85,417456.46,Sales,7717.56,9519.04,3850.14,80567.82,17762.4,-13.06573861471138,5668.9000000000015,2023,1
2023-03-19,North Jesseburgh,119388.94,79261.57,245319.52,441449.81,Miscellaneous,8982.83,68817.06,87944.76,236678.93,186571.4,33.610625908899095,-19127.699999999997,2023,3
2023-07-15,Lake Vincent,204741.94,193425.65,146699.93,387667.44,Rent,2508.64,32604.61,140873.94,359286.19,292020.43,5.5270991375777765,-108269.33,2023,7
2022-09-26,New Kristibury,310225.29,110950.47,142437.53,109263.07,Sales,4718.84,32310.8,20083.74,356283.91,225424.8,64.23551735579004,12227.059999999998,2022,9
2022-09-02,Veronicaton,455295.62,170696.54,401011.98,105852.29,Sales,5366.14,172610.97,49931.51,243204.22,19989.84,62.50863559811973,122679.45999999999,2022,9
2023-07-29,East Amanda,343366.46,237042.19,209603.96,99662.57,Sales,3620.76,6023.12,23154.53,315445.69,171001.68,30.96524628526619,-17131.41,2023,7
2023-05-28,Boydland,27168.1,285234.21,224222.14,344439.65,Maintenance,3061.97,191229.51,134403.2,245987.42,6969.68,-949.886484516768,56826.31,2023,5
2022-08-19,Port Robinton,496357.2,248313.68,354352.29,81201.99,Rent,3783.05,57866.1,139778.1,10368.08,262611.72,49.97278572769772,-81912.0,2022,8
2024-02-05,Margarethaven,102935.07,79282.8,145626.56,149549.87,Utilities,3936.76,33636.32,101820.57,415002.19,113459.81,22.97785390343641,-68184.25,2024,2
2023-01-12,West Andrealand,374325.32,270636.69,125823.36,222721.39,Miscellaneous,9391.53,104490.41,12587.63,247054.21,150076.93,27.70013794418181,91902.78,2023,1
2022-07-22,Ericton,37526.32,22236.18,351311.42,462817.41,Rent,6714.25,129912.25,96418.67,134190.41,284761.97,40.745109032806845,33493.58,2022,7
2022-09-04,East Deborahborough,461197.07,198878.57,272013.13,201087.05,Miscellaneous,5599.93,75339.05,93998.96,164759.82,59171.31,56.87774642627282,-18659.910000000003,2022,9
2023-04-14,Robertomouth,150514.67,272285.53,199235.74,455055.99,Marketing,2044.06,93797.04,50807.71,190631.03,122818.71,-80.90298440676914,42989.329999999994,2023,4
2022-10-11,Lake Kevintown,218126.92,71283.71,226097.46,338264.43,Marketing,4897.16,82216.23,117955.95,12383.4,247520.48,67.32007676998329,-35739.72,2022,10
2022-08-12,New Jeffreyberg,447313.12,28998.72,316885.01,378321.08,Research and Development,6253.89,56998.02,29806.93,87135.58,250884.65,93.51713180243854,27191.089999999997,2022,8
2022-07-17,Cristinaland,102333.51,219432.97,385728.32,185100.43,Sales,9509.5,181566.16,114130.47,342079.96,113403.81,-114.4292421905591,67435.69,2022,7
2023-07-10,East Albert,426101.76,161283.31,136326.07,361336.56,Marketing,5752.7,159677.85,108811.84,216866.13,153661.72,62.14910963991325,50866.01000000001,2023,7
2024-01-17,East Joseph,232683.29,253346.29,206491.08,455779.59,Salaries,7283.4,156863.4,149219.96,463396.87,223527.3,-8.880311087229341,7643.440000000002,2024,1
2023-09-05,Juarezland,410468.29,133514.53,455968.06,11976.1,Sales,8185.81,140317.27,120447.16,343556.9,289456.24,67.47263229517682,19870.109999999986,2023,9
2024-01-06,Meyersshire,32913.89,111257.42,369609.29,184672.73,Maintenance,3222.87,28702.69,56571.6,247799.78,182456.37,-238.0257392851468,-27868.91,2024,1
2022-11-30,East Patrickside,249768.94,261195.38,92695.63,379748.77,Marketing,8317.51,155641.7,49828.49,49084.18,150994.86,-4.574804217049567,105813.21000000002,2022,11
2024-05-25,New Robert,452758.65,170951.15,56063.7,372988.61,Salaries,6098.09,124632.99,64233.38,443245.26,67217.3,62.2423227032769,60399.61000000001,2024,5
2023-01-19,Gutierrezville,52500.28,147753.65,257539.85,24531.22,Marketing,3895.4,183076.26,36233.31,451237.71,198121.26,-181.43402282806872,146842.95,2023,1
2024-01-20,East Dylanport,361204.3,173243.4,404625.7,245603.69,Salaries,2082.84,196034.37,138732.66,422047.76,288817.29,52.03728194819386,57301.70999999999,2024,1
2023-03-07,Port Patrickstad,160710.01,103185.3,345488.76,135491.79,Marketing,4987.97,69825.25,82897.28,396249.41,67941.15,35.79410517117135,-13072.029999999999,2023,3
2023-06-15,Herreramouth,99821.96,249610.35,379343.48,458310.6,Maintenance,8322.82,190760.59,139290.68,476903.85,53260.09,-150.05554889926026,51469.91,2023,6
2024-02-14,Port Rhonda,393857.78,238511.8,237891.9,361144.67,Rent,3666.29,127671.86,107010.54,239838.18,215217.53,39.442150920568345,20661.320000000007,2024,2
2024-02-23,Port Steven,202599.4,243870.03,404072.61,488029.39,Marketing,3137.48,95490.81,96930.66,177602.38,295377.21,-20.370558846669834,-1439.8500000000058,2024,2
2024-02-14,South Tammystad,69510.96,208762.97,277435.56,46940.43,Miscellaneous,2939.0,141972.22,100177.98,11434.67,166916.06,-200.33101254823697,41794.240000000005,2024,2
2023-05-20,New Kathrynburgh,10769.47,26150.38,241212.22,114419.51,Research and Development,3326.41,164588.68,88974.87,67175.94,47277.0,-142.8195630797059,75613.81,2023,5
2022-06-16,Maryberg,100830.38,129790.95,415573.94,122038.02,Marketing,1587.91,120463.99,87195.93,80701.9,109946.32,-28.722067694280227,33268.06000000001,2022,6
2023-12-08,Port Richardfurt,414778.66,142318.99,192908.39,418663.78,Salaries,2590.35,37242.47,74924.22,480299.23,140310.71,65.68796716783838,-37681.75,2023,12
2024-02-14,Burtonville,77579.47,76541.34,106832.09,249278.73,Salaries,8182.42,114759.79,112678.93,23180.11,7858.86,1.3381504153096233,2080.8600000000006,2024,2
2023-05-15,Angelabury,467496.53,96167.03,237767.89,280450.12,Utilities,8487.42,75505.6,25897.79,201850.01,121705.5,79.429359614712,49607.810000000005,2023,5
2024-04-02,Stonetown,73606.42,237299.77,183716.96,122934.6,Maintenance,6252.18,74797.89,26608.25,301652.28,187666.78,-222.390044237989,48189.64,2024,4
2022-08-23,Timothystad,410533.56,44022.76,204944.85,79870.18,Marketing,5716.95,32264.88,120095.75,343709.89,126062.37,89.27669640455215,-87830.87,2022,8
2024-03-10,South David,371965.14,238208.57,207618.2,321124.36,Marketing,7288.71,53179.34,115196.87,494508.97,250583.06,35.95943695153799,-62017.53,2024,3
2023-04-01,Mistyhaven,105329.26,120228.15,357454.36,305448.79,Salaries,2951.07,170718.7,108409.78,278669.77,141276.17,-14.14506282489785,62308.92000000001,2023,4
2022-06-13,North Hunter,484698.35,69646.21,444288.55,469581.1,Sales,1099.73,39952.02,58576.87,284128.01,73672.37,85.63101978787425,-18624.850000000006,2022,6
2022-11-29,Johnfurt,259969.79,80090.88,190702.89,67349.07,Sales,8066.92,195742.92,134320.19,499635.31,218619.78,69.19223575939343,61422.73000000001,2022,11
2023-10-12,Port Clarencefort,174599.63,158321.71,298515.91,101129.13,Maintenance,5480.71,196190.3,149453.62,202859.85,241813.51,9.322997992607437,46736.67999999999,2023,10
2023-03-18,South Samanthaton,208912.16,95005.05,454016.95,372800.37,Sales,3287.2,17467.54,61208.4,36548.25,147290.17,54.52392527079324,-43740.86,2023,3
2022-06-29,Jenniferstad,493944.2,75577.5,314036.43,241817.35,Utilities,9200.24,61561.42,36499.06,332984.34,151017.15,84.69918262022308,25062.36,2022,6
2024-01-20,Dawnbury,252618.75,83839.97,68599.57,104223.12,Rent,8078.59,142672.39,6621.63,368123.1,37703.32,66.81165986293574,136050.76,2024,1
2023-12-26,Cookmouth,81783.21,208533.81,220349.06,391988.28,Maintenance,8879.96,117291.93,39186.99,129579.44,50113.43,-154.98364517606973,78104.94,2023,12
2023-11-11,West Kristinfort,306660.98,236587.22,175602.48,111669.67,Marketing,7656.3,12460.54,49603.37,309624.79,217132.79,22.85056285935041,-37142.83,2023,11
2023-01-11,Garyfort,340893.76,152616.1,302275.8,211376.05,Utilities,2497.11,122967.71,116869.25,237707.1,298764.57,55.23059735678353,6098.460000000006,2023,1
2023-09-05,North Saratown,308266.14,81665.65,468681.49,168927.73,Miscellaneous,4365.44,159925.29,133207.09,312866.53,190793.5,73.50807000729954,26718.20000000001,2023,9
2023-01-23,West Melissa,337214.4,59698.52,484354.21,472955.22,Maintenance,7144.86,15404.67,18326.69,492711.08,177704.05,82.29656859256306,-2922.0199999999986,2023,1
2023-05-07,Nicholeville,399492.09,200134.3,28291.12,342471.53,Miscellaneous,8428.06,87511.24,70151.63,427429.69,245171.06,49.90281284417922,17359.61,2023,5
2023-01-10,Jennyshire,330610.73,120447.78,144359.75,257513.93,Miscellaneous,1362.37,165703.88,136032.48,67272.72,263342.23,63.56809713949695,29671.399999999994,2023,1
2022-12-02,Thomasbury,402012.82,21100.08,33695.08,41292.15,Rent,3673.88,27347.42,101183.33,493873.72,236915.07,94.75139126160205,-73835.91,2022,12
2023-05-29,Allenchester,334132.64,222909.94,427574.63,218999.24,Marketing,5749.39,196297.47,13546.3,382670.03,44290.87,33.28699045983655,182751.17,2023,5
2023-09-02,Port Cheryltown,462487.62,251919.42,382785.26,130626.79,Research and Development,8644.87,96109.13,15730.48,442300.07,185862.9,45.529478172842765,80378.65000000001,2023,9
2023-08-25,New Carolinestad,366970.49,221900.91,146655.66,481921.55,Rent,2520.1,20762.58,70948.77,334663.83,254952.92,39.531674604135056,-50186.19,2023,8
2022-07-20,East Oscar,48229.04,104648.82,265743.51,193848.23,Sales,6053.49,138980.03,123976.8,404273.83,236798.69,-116.9830044305257,15003.229999999996,2022,7
2024-03-22,East Keithview,153342.47,216230.24,318205.89,126345.34,Miscellaneous,6136.21,138367.69,145272.41,219861.36,170458.04,-41.011319303778,-6904.720000000001,2024,3
2023-01-15,West Shannonview,153511.48,135206.31,195374.05,171971.35,Research and Development,8082.83,56011.53,46496.38,203065.34,87458.25,11.924300384570595,9515.150000000001,2023,1
2024-04-01,North Shellymouth,154153.91,297245.9,335241.95,486091.87,Utilities,2974.29,195349.21,28199.57,466740.27,211852.08,-92.82410676446678,167149.63999999998,2024,4
2024-01-20,Bradleyfurt,79483.34,192932.49,445131.01,190550.42,Miscellaneous,1650.58,52113.84,119875.24,292227.53,273424.22,-142.73324447613803,-67761.40000000001,2024,1
2023-01-21,Banksbury,377949.12,195478.35,237203.69,261657.34,Research and Development,2650.03,110083.19,139876.88,258646.0,245030.02,48.27918900829825,-29793.690000000002,2023,1
2024-01-18,Colonport,118310.82,211451.42,338200.85,187439.4,Maintenance,1485.65,7279.6,8061.1,360890.78,148879.38,-78.72534397107552,-781.5,2024,1
2024-04-11,Jonathanville,172722.12,38460.71,221069.79,143466.6,Salaries,4248.14,168081.29,93107.52,270272.86,17024.71,77.73260888645879,74973.77,2024,4
2023-02-17,Vaughnshire,84902.48,262054.0,421593.2,282688.57,Maintenance,5982.62,171939.04,115043.38,159925.2,53683.99,-208.65293923098596,56895.66,2023,2
2022-11-21,East Laurenborough,177053.04,152079.68,149346.76,184363.17,Research and Development,8676.43,108458.46,46236.37,432430.72,78802.96,14.105016214350238,62222.090000000004,2022,11
2022-07-22,Darrellbury,174864.73,74264.84,405703.44,410867.54,Maintenance,4618.26,166362.19,121651.96,316293.73,77423.96,57.53012056805281,44710.229999999996,2022,7
2023-05-30,South Colin,24960.78,173725.88,372733.59,167179.41,Maintenance,813.86,130713.43,16287.42,139647.43,185458.41,-595.9953975797231,114426.01,2023,5
2023-09-19,West Gabrielleberg,368168.93,94772.94,332203.39,270696.85,Salaries,9195.37,48306.58,104276.36,342875.56,94955.46,74.2583003948758,-55969.78,2023,9
2023-05-05,New Joshua,96603.8,250927.49,418128.41,288137.22,Salaries,1132.7,28831.99,14707.69,489007.01,181205.73,-159.7490885451711,14124.300000000001,2023,5
2023-12-22,Port Gabriela,208460.16,98339.37,449488.91,174749.66,Rent,8004.1,13679.69,32343.23,349564.04,254119.59,52.82582053088706,-18663.54,2023,12
2023-12-11,Evansfort,54658.7,253844.53,333264.91,462735.36,Miscellaneous,5512.58,35639.05,79944.41,318711.71,140342.69,-364.417430345032,-44305.36,2023,12
2022-10-12,Meganburgh,178377.33,50044.14,234389.6,182805.42,Research and Development,5034.12,63447.14,24702.62,11220.74,119448.82,71.94478693004318,38744.520000000004,2022,10
2023-09-09,Salazarborough,325353.18,128701.2,98117.64,27105.19,Utilities,1251.98,193085.99,44698.08,142420.04,165145.56,60.442618080450295,148387.90999999997,2023,9
2023-06-01,North Kristin,318346.37,211214.12,362424.56,355163.0,Maintenance,8651.78,42762.89,103885.8,20534.38,9704.47,33.65273177137217,-61122.91,2023,6
2023-06-15,Jenniferfurt,145093.83,6043.23,208884.56,67486.68,Utilities,6534.68,45082.64,83795.07,180800.81,82907.34,95.83495039037841,-38712.43000000001,2023,6
2022-07-22,Lake Carlos,97423.56,209088.53,126446.62,207574.96,Maintenance,7671.98,6389.24,47359.72,483142.77,99606.26,-114.61803489833467,-40970.48,2022,7
2023-11-02,Johnnyton,219349.71,101277.16,108046.19,213684.81,Sales,3426.41,126271.74,9127.46,11484.52,43598.92,53.828450468432344,117144.28,2023,11
2023-10-17,Dorisstad,217285.29,46689.87,116440.03,428649.45,Rent,4294.62,127252.02,43482.07,109478.25,232827.48,78.51218092122113,83769.95000000001,2023,10
2023-09-17,Melissaton,364592.96,69725.73,258042.85,296897.41,Salaries,7593.79,179756.63,52405.97,120317.8,162625.65,80.87573331092295,127350.66,2023,9
2023-06-24,Hudsonville,476473.61,64219.78,134686.94,373091.9,Maintenance,9084.72,110962.15,79848.98,77071.46,213743.06,86.52186004593202,31113.17,2023,6
2024-01-30,Crawfordborough,388888.79,25486.71,491510.82,112006.24,Miscellaneous,9436.81,14652.06,6543.81,33865.91,225170.88,93.44627290490939,8108.249999999999,2024,1
2022-06-03,New Mary,256719.95,136249.81,390870.58,348491.22,Salaries,8134.87,165482.65,33098.31,332633.58,176118.16,46.92667632570044,132384.34,2022,6
2023-11-16,Watsonberg,30162.61,8173.74,165680.14,149485.81,Marketing,5811.25,172062.02,30962.0,240068.14,114813.81,72.90108515145076,141100.02,2023,11
2022-07-21,Garciamouth,456662.51,26380.14,200938.85,408393.13,Sales,7066.09,147878.07,46971.45,425678.74,188754.11,94.22327442644678,100906.62000000001,2022,7
